t,xc,yc,zc,rxdegc,rydegc,rzdegc,vx,vy,vz,rx,ry,rz
283.33,11.44,-0.26,14.52,10.14,11.95,87.45,-0.51,-0.85,0.30,-119.87,-27.08,8.18
283.67,11.37,-0.33,14.61,10.20,12.28,87.38,-0.52,-0.89,0.32,-120.18,-26.93,8.29
284.00,11.31,-0.05,14.66,8.01,13.16,84.86,-0.45,-0.98,0.35,-122.84,-25.59,10.68
284.33,11.24,-0.14,14.72,8.04,13.64,84.60,-0.46,-1.03,0.36,-123.18,-25.48,10.80
284.67,11.19,-0.20,14.78,8.06,14.08,84.51,-0.51,-1.01,0.33,-123.57,-25.35,10.93
285.00,11.11,0.18,14.77,10.54,17.27,86.11,-0.75,-0.98,0.11,-121.17,-25.80,13.94
285.33,11.03,0.15,14.82,10.53,17.90,85.89,-0.80,-0.86,0.03,-121.58,-25.61,14.09
285.67,10.96,0.05,14.90,10.62,18.38,85.74,-0.82,-0.74,-0.02,-121.84,-25.37,14.18
286.00,10.96,0.32,15.00,8.38,19.32,87.10,-0.85,-0.61,-0.15,-120.76,-23.79,13.75
286.33,10.88,0.20,15.11,8.45,19.88,86.55,-0.84,-0.54,-0.17,-120.80,-23.50,13.74
286.67,10.77,0.11,15.18,8.52,20.33,86.19,-0.82,-0.55,-0.15,-120.87,-23.25,13.73
287.00,10.66,0.44,15.22,5.63,19.78,84.17,-0.75,-0.71,-0.08,-123.19,-25.91,13.54
287.33,10.54,0.36,15.24,5.75,20.45,83.68,-0.70,-0.85,-0.00,-123.37,-25.72,13.56
287.67,10.44,0.31,15.25,5.84,21.05,83.43,-0.66,-0.97,0.07,-123.65,-25.51,13.63
288.00,10.36,0.74,15.24,9.00,22.78,80.88,-0.68,-1.10,0.07,-122.71,-25.31,11.10
288.33,10.30,0.71,15.26,8.97,23.67,80.66,-0.64,-1.18,0.12,-123.15,-25.10,11.23
288.67,10.22,0.63,15.29,8.92,24.40,80.52,-0.58,-1.23,0.17,-123.54,-24.94,11.32
289.00,10.13,1.02,15.28,10.24,24.27,83.50,-0.65,-1.32,0.12,-120.95,-26.24,10.07
289.33,10.00,0.87,15.31,9.91,25.22,83.14,-0.59,-1.34,0.17,-121.29,-26.16,10.10
289.67,9.87,0.74,15.33,9.64,25.98,82.96,-0.56,-1.37,0.21,-121.66,-26.11,10.14
290.00,9.74,1.13,15.33,10.02,24.23,86.01,-0.53,-1.37,0.17,-118.98,-26.25,12.78
290.33,9.57,1.03,15.30,9.49,25.15,85.41,-0.56,-1.43,0.18,-119.42,-26.21,12.84
290.67,9.42,0.91,15.29,9.11,25.92,85.04,-0.59,-1.47,0.17,-119.87,-26.12,12.93
291.00,9.27,1.27,15.29,10.57,29.10,82.54,-0.59,-1.56,0.10,-118.67,-27.70,13.60
291.33,9.13,1.13,15.27,10.38,30.18,82.29,-0.64,-1.59,0.09,-119.14,-27.56,13.71
291.67,8.98,0.99,15.25,10.19,31.10,82.15,-0.66,-1.62,0.08,-119.61,-27.40,13.81
292.00,8.82,1.39,15.20,8.45,32.12,84.26,-0.78,-1.73,-0.01,-120.64,-29.71,13.83
292.33,8.66,1.22,15.18,8.27,33.27,84.34,-0.78,-1.76,0.00,-121.14,-29.56,13.95
292.67,8.50,1.04,15.16,8.11,34.17,84.50,-0.79,-1.79,0.02,-121.65,-29.41,14.08
293.00,8.31,1.50,15.12,10.35,36.01,81.88,-0.87,-1.88,-0.06,-121.65,-30.53,16.63
293.33,8.10,1.30,15.09,10.53,37.12,82.36,-0.87,-1.89,-0.05,-122.20,-30.38,16.78
293.67,7.89,1.09,15.06,10.81,37.93,82.97,-0.89,-1.90,-0.04,-122.75,-30.23,16.93
294.00,7.66,1.45,15.03,11.01,41.21,80.93,-0.80,-1.90,-0.07,-122.29,-27.40,15.17
294.33,7.43,1.24,14.96,10.04,42.13,79.89,-0.83,-1.90,-0.08,-122.81,-27.23,15.29
294.67,7.20,1.02,14.89,9.27,42.90,79.13,-0.86,-1.89,-0.09,-123.31,-27.04,15.41
295.00,6.96,1.23,14.83,6.36,41.82,80.34,-0.86,-1.91,-0.13,-126.53,-28.81,12.93
295.33,6.74,0.98,14.76,6.01,43.07,80.00,-0.90,-1.98,-0.15,-127.01,-28.59,13.06
295.67,6.51,0.69,14.68,5.69,44.13,79.77,-0.98,-2.19,-0.17,-127.49,-28.37,13.20
296.00,6.25,0.86,14.58,5.28,41.81,77.40,-1.23,-2.61,-0.32,-129.57,-27.07,13.06
296.33,5.97,0.44,14.49,5.14,43.00,77.69,-1.37,-3.04,-0.39,-130.26,-26.75,13.33
296.67,5.72,0.13,14.38,5.15,43.88,78.45,-1.53,-3.48,-0.44,-131.31,-26.28,13.75
297.00,5.39,0.53,14.23,3.60,43.45,76.68,-1.48,-4.13,-0.67,-131.82,-24.40,11.29
297.33,5.11,0.29,14.06,-0.54,44.74,73.37,-1.60,-4.43,-0.69,-133.46,-23.60,11.90
297.67,4.84,-0.00,13.89,-3.57,45.96,71.18,-1.70,-4.43,-0.68,-135.05,-22.74,12.46
298.00,4.56,0.21,13.75,-7.02,46.99,72.92,-1.39,-4.26,-0.38,-138.89,-23.34,12.82
298.33,4.28,-0.06,13.54,-8.60,47.81,71.53,-1.46,-3.79,-0.44,-140.01,-22.45,12.99
298.67,4.00,-0.46,13.38,-9.84,48.42,70.30,-1.50,-3.31,-0.53,-140.74,-21.72,13.05
299.00,3.76,-0.79,13.31,-8.95,50.76,70.91,-1.49,-2.76,-0.52,-139.26,-23.92,11.24
299.33,3.49,-1.31,13.26,-9.49,51.53,69.63,-1.50,-2.36,-0.61,-139.42,-23.41,11.19
299.67,3.22,-1.73,13.19,-10.00,52.26,68.45,-1.50,-2.13,-0.65,-139.57,-22.91,11.15
300.00,2.98,-1.85,13.12,-8.90,50.30,67.36,-1.49,-2.08,-0.63,-139.41,-23.80,10.44
300.33,2.71,-2.23,13.05,-10.20,50.90,65.68,-1.48,-2.13,-0.59,-139.57,-23.29,10.41
300.67,2.43,-2.59,12.96,-11.45,51.46,64.18,-1.48,-2.18,-0.56,-139.78,-22.79,10.39
301.00,2.18,-2.66,12.87,-9.79,49.69,61.48,-1.47,-2.25,-0.54,-141.26,-22.81,11.56
301.33,1.89,-3.01,12.75,-10.82,49.41,60.01,-1.47,-2.28,-0.53,-141.53,-22.32,11.52
301.67,1.61,-3.38,12.65,-11.76,49.20,58.70,-1.48,-2.27,-0.53,-141.77,-21.83,11.47
302.00,1.33,-3.72,12.56,-14.62,50.29,55.78,-1.49,-2.24,-0.54,-142.23,-21.23,11.58
302.33,1.05,-4.10,12.46,-14.98,49.47,54.70,-1.51,-2.21,-0.56,-142.42,-20.74,11.52
302.67,0.77,-4.50,12.37,-15.31,48.68,53.65,-1.53,-2.20,-0.57,-142.58,-20.25,11.46
303.00,0.44,-5.12,12.28,-15.08,47.37,55.69,-1.55,-2.20,-0.57,-142.17,-19.80,10.79
303.33,0.16,-5.53,12.20,-16.19,46.71,54.14,-1.56,-2.22,-0.56,-142.31,-19.32,10.71
303.67,-0.13,-5.92,12.10,-17.36,45.94,52.55,-1.57,-2.22,-0.54,-142.47,-18.84,10.61
304.00,-0.40,-6.32,12.02,-20.54,42.57,50.69,-1.57,-2.21,-0.53,-142.55,-18.38,10.32
304.33,-0.68,-6.68,11.91,-23.67,41.96,47.66,-1.56,-2.16,-0.52,-142.72,-17.91,10.20
304.67,-0.97,-7.06,11.81,-26.54,41.29,44.86,-1.55,-2.03,-0.54,-142.86,-17.47,10.09
305.00,-1.23,-7.34,11.73,-28.86,43.31,45.05,-1.52,-1.84,-0.58,-143.12,-17.13,10.12
305.33,-1.53,-7.70,11.63,-29.24,42.24,44.67,-1.49,-1.63,-0.62,-143.18,-16.75,10.05
305.67,-1.85,-8.11,11.54,-29.49,41.24,44.33,-1.47,-1.48,-0.66,-143.15,-16.43,10.01
306.00,-2.26,-8.84,11.48,-32.46,38.22,41.93,-1.47,-1.36,-0.71,-142.41,-16.53,9.35
306.33,-2.60,-9.30,11.41,-32.45,37.02,41.85,-1.46,-1.33,-0.72,-142.27,-16.27,9.36
306.67,-2.93,-9.72,11.32,-32.49,35.70,41.79,-1.47,-1.40,-0.70,-142.18,-15.99,9.36
307.00,-3.25,-10.24,11.27,-34.21,34.08,43.65,-1.48,-1.57,-0.65,-141.84,-15.72,9.02
307.33,-3.56,-10.66,11.17,-33.73,33.15,44.43,-1.49,-1.76,-0.58,-141.84,-15.39,8.98
307.67,-3.87,-11.04,11.05,-33.35,32.20,45.22,-1.50,-1.89,-0.53,-141.93,-15.03,8.92
308.00,-4.08,-11.02,10.96,-30.75,33.79,46.83,-1.49,-1.96,-0.51,-142.38,-15.21,9.30
308.33,-4.38,-11.36,10.81,-31.18,33.12,47.08,-1.48,-1.96,-0.49,-142.55,-14.85,9.20
308.67,-4.70,-11.76,10.68,-31.50,32.64,47.21,-1.48,-1.91,-0.50,-142.66,-14.55,9.10
309.00,-5.01,-11.93,10.51,-31.53,32.45,49.88,-1.48,-1.80,-0.56,-142.84,-14.00,9.36
309.33,-5.36,-12.38,10.38,-31.61,31.77,50.04,-1.50,-1.69,-0.63,-142.84,-13.77,9.27
309.67,-5.69,-12.82,10.26,-31.73,31.23,50.05,-1.54,-1.65,-0.70,-142.80,-13.50,9.19
310.00,-6.13,-13.67,10.17,-33.09,29.03,51.80,-1.61,-1.65,-0.77,-141.83,-13.45,8.00
310.33,-6.46,-14.13,10.05,-33.08,28.11,52.10,-1.66,-1.69,-0.81,-141.77,-13.10,7.96
310.67,-6.79,-14.56,9.92,-33.09,27.06,52.48,-1.68,-1.72,-0.81,-141.74,-12.69,7.93
311.00,-7.08,-15.06,9.83,-33.15,27.20,54.77,-1.67,-1.74,-0.79,-141.37,-12.20,7.33
311.33,-7.38,-15.45,9.69,-33.20,26.61,55.17,-1.63,-1.73,-0.75,-141.40,-11.75,7.31
311.67,-7.70,-15.87,9.55,-33.17,26.06,55.64,-1.56,-1.69,-0.70,-141.41,-11.37,7.29
312.00,-8.19,-16.80,9.38,-32.11,23.60,58.60,-1.45,-1.61,-0.64,-140.89,-11.00,6.84
312.33,-8.53,-17.24,9.24,-31.91,22.93,59.15,-1.35,-1.52,-0.58,-140.89,-10.77,6.83
312.67,-8.86,-17.67,9.10,-31.53,22.11,60.00,-1.26,-1.46,-0.52,-140.89,-10.60,6.81
313.00,-9.36,-18.77,8.98,-29.75,18.41,60.66,-1.16,-1.43,-0.46,-141.22,-10.20,6.97
313.33,-9.70,-19.20,8.85,-28.14,17.81,62.45,-1.11,-1.42,-0.41,-141.23,-10.14,6.94
313.67,-10.02,-19.63,8.72,-25.95,16.96,64.89,-1.07,-1.42,-0.37,-141.24,-10.09,6.90
314.00,-10.51,-20.74,8.61,-23.14,13.90,66.86,-1.05,-1.44,-0.36,-141.59,-10.55,7.00
314.33,-10.83,-21.17,8.48,-23.11,13.52,67.62,-1.04,-1.47,-0.34,-141.62,-10.52,6.96
314.67,-11.14,-21.59,8.36,-23.06,12.99,68.70,-1.03,-1.50,-0.32,-141.66,-10.48,6.91
315.00,-11.53,-22.36,8.21,-25.33,15.50,70.10,-1.01,-1.53,-0.30,-141.51,-10.40,6.42
315.33,-11.84,-22.79,8.09,-25.46,15.22,70.58,-1.01,-1.56,-0.28,-141.58,-10.35,6.38
315.67,-12.15,-23.22,7.96,-25.61,14.87,71.23,-1.00,-1.59,-0.26,-141.66,-10.32,6.33
316.00,-12.61,-24.29,7.82,-23.77,15.98,70.74,-0.96,-1.61,-0.24,-142.25,-9.80,6.74
316.33,-12.91,-24.72,7.69,-23.43,15.87,71.54,-0.95,-1.63,-0.23,-142.35,-9.78,6.69
316.67,-13.21,-25.15,7.57,-22.88,15.67,72.73,-0.94,-1.62,-0.22,-142.45,-9.76,6.63
317.00,-13.69,-26.30,7.43,-21.92,12.83,76.26,-0.93,-1.63,-0.24,-143.21,-9.85,6.91
317.33,-13.98,-26.74,7.30,-21.44,13.06,77.11,-0.91,-1.60,-0.25,-143.31,-9.82,6.87
317.67,-14.28,-27.17,7.16,-20.56,13.38,78.50,-0.89,-1.56,-0.25,-143.41,-9.80,6.85
318.00,-14.38,-27.21,7.10,-21.33,11.80,82.14,-0.83,-1.52,-0.24,-143.67,-9.46,7.07
318.33,-14.66,-27.65,6.97,-21.28,11.69,82.27,-0.79,-1.47,-0.24,-143.75,-9.47,7.06
318.67,-14.95,-28.09,6.83,-20.91,11.43,82.78,-0.76,-1.44,-0.23,-143.83,-9.51,7.05
319.00,-15.14,-28.20,6.71,-17.45,9.28,85.08,-0.72,-1.41,-0.21,-143.42,-9.55,6.50
319.33,-15.43,-28.64,6.57,-17.54,9.17,84.94,-0.70,-1.39,-0.20,-143.50,-9.64,6.48
319.67,-15.72,-29.08,6.43,-17.62,8.86,84.82,-0.68,-1.37,-0.19,-143.57,-9.74,6.47
320.00,-15.85,-28.95,6.31,-18.38,9.64,83.87,-0.68,-1.36,-0.22,-142.74,-10.55,5.46
320.33,-16.14,-29.37,6.16,-18.44,9.54,83.62,-0.70,-1.35,-0.24,-142.81,-10.67,5.43
320.67,-16.44,-29.81,6.01,-18.55,9.16,83.17,-0.74,-1.35,-0.29,-142.86,-10.79,5.41
321.00,-16.53,-29.53,5.88,-21.56,10.25,81.59,-0.81,-1.36,-0.38,-142.34,-12.18,4.85
321.33,-16.84,-29.98,5.71,-21.41,10.06,81.21,-0.87,-1.37,-0.46,-142.37,-12.23,4.85
321.67,-17.13,-30.43,5.55,-21.15,9.51,80.44,-0.93,-1.39,-0.52,-142.39,-12.19,4.87
322.00,-17.51,-31.16,5.32,-21.47,9.57,76.98,-0.95,-1.42,-0.57,-141.21,-11.43,3.44
322.33,-17.77,-31.60,5.16,-21.53,9.46,76.94,-0.97,-1.44,-0.59,-141.24,-11.25,3.53
322.67,-18.05,-32.05,4.98,-21.71,9.25,77.06,-0.95,-1.45,-0.57,-141.30,-11.07,3.65
323.00,-18.44,-32.93,4.80,-20.04,9.34,77.34,-0.88,-1.44,-0.54,-140.76,-9.38,3.84
323.33,-18.72,-33.37,4.61,-20.13,9.23,77.37,-0.82,-1.43,-0.48,-140.85,-9.25,3.99
323.67,-19.00,-33.81,4.42,-20.20,8.91,77.61,-0.76,-1.41,-0.43,-140.95,-9.18,4.10
324.00,-19.40,-34.70,4.23,-20.36,7.65,78.78,-0.70,-1.39,-0.42,-142.54,-8.77,6.07
324.33,-19.69,-35.15,4.03,-20.38,7.59,79.02,-0.67,-1.38,-0.39,-142.63,-8.81,6.14
324.67,-19.97,-35.59,3.85,-20.38,7.37,79.47,-0.67,-1.37,-0.38,-142.71,-8.84,6.19
325.00,-20.34,-36.40,3.66,-19.61,7.95,80.92,-0.68,-1.39,-0.40,-143.12,-9.97,6.22
325.33,-20.61,-36.85,3.49,-19.95,7.99,81.33,-0.69,-1.39,-0.41,-143.17,-10.01,6.24
325.67,-20.88,-37.29,3.30,-20.62,8.03,82.15,-0.69,-1.37,-0.42,-143.22,-10.06,6.24
326.00,-21.18,-37.86,3.08,-21.14,9.85,80.86,-0.67,-1.34,-0.45,-143.52,-9.93,6.16
326.33,-21.44,-38.29,2.88,-21.24,9.95,81.01,-0.66,-1.30,-0.46,-143.57,-10.00,6.15
326.67,-21.71,-38.73,2.70,-21.36,10.05,81.26,-0.65,-1.26,-0.48,-143.58,-10.08,6.16
327.00,-22.18,-39.73,2.50,-20.70,11.59,83.66,-0.64,-1.22,-0.52,-143.61,-10.31,6.42
327.33,-22.45,-40.20,2.31,-20.67,11.79,83.94,-0.63,-1.20,-0.52,-143.58,-10.41,6.45
327.67,-22.72,-40.65,2.12,-20.72,12.15,84.50,-0.63,-1.22,-0.51,-143.57,-10.51,6.46
328.00,-23.03,-41.27,1.88,-21.77,15.33,82.11,-0.60,-1.27,-0.48,-143.88,-10.60,6.56
328.33,-23.29,-41.71,1.68,-21.75,15.48,81.99,-0.61,-1.32,-0.46,-143.91,-10.71,6.55
328.67,-23.54,-42.14,1.47,-21.76,15.73,81.84,-0.62,-1.34,-0.46,-143.96,-10.80,6.53
329.00,-23.67,-42.28,1.31,-23.85,17.43,82.03,-0.62,-1.34,-0.50,-143.77,-10.91,6.21
329.33,-23.91,-42.69,1.08,-23.71,17.36,81.83,-0.64,-1.31,-0.54,-143.82,-10.99,6.17
329.67,-24.16,-43.13,0.87,-23.49,17.11,81.59,-0.67,-1.28,-0.58,-143.83,-11.07,6.16
330.00,-24.47,-43.68,0.63,-20.57,19.74,78.39,-0.67,-1.25,-0.64,-143.88,-11.06,6.12
330.33,-24.72,-44.15,0.43,-20.65,19.80,78.56,-0.69,-1.22,-0.68,-143.82,-11.11,6.12
330.67,-24.96,-44.60,0.22,-20.86,19.91,78.84,-0.69,-1.21,-0.68,-143.77,-11.15,6.12
331.00,-25.34,-45.51,-0.02,-21.44,17.80,77.90,-0.65,-1.23,-0.67,-143.84,-11.21,6.07
331.33,-25.58,-45.95,-0.24,-20.56,17.79,77.01,-0.64,-1.25,-0.66,-143.82,-11.25,6.07
331.67,-25.82,-46.40,-0.48,-18.93,17.75,75.32,-0.65,-1.28,-0.66,-143.82,-11.31,6.08
332.00,-26.27,-47.48,-0.73,-19.74,16.96,74.75,-0.67,-1.31,-0.73,-144.69,-10.81,7.15
332.33,-26.54,-47.94,-1.01,-19.91,17.23,75.07,-0.73,-1.35,-0.78,-144.70,-10.85,7.19
332.67,-26.78,-48.40,-1.26,-20.34,17.63,75.72,-0.81,-1.37,-0.86,-144.71,-10.78,7.24
333.00,-26.61,-47.72,-1.47,-20.22,20.33,78.72,-0.79,-1.42,-0.94,-147.37,-9.58,10.40
333.33,-26.79,-48.18,-1.72,-20.28,19.45,78.75,-0.87,-1.43,-1.02,-147.33,-9.33,10.47
333.67,-26.98,-48.65,-1.96,-20.37,17.89,78.69,-0.90,-1.40,-1.07,-147.27,-9.06,10.55
334.00,-26.87,-48.32,-2.18,-19.66,13.93,76.64,-0.76,-1.39,-1.01,-149.52,-10.94,12.98
334.33,-27.01,-48.79,-2.40,-19.57,13.35,77.12,-0.70,-1.31,-0.98,-149.41,-10.68,13.06
334.67,-27.18,-49.27,-2.63,-19.43,12.35,77.67,-0.62,-1.25,-0.93,-149.31,-10.53,13.13
335.00,-27.08,-49.17,-2.87,-22.04,9.07,79.75,-0.45,-1.18,-0.78,-146.91,-8.19,10.58
335.33,-27.24,-49.64,-3.08,-21.96,8.68,79.79,-0.36,-1.13,-0.72,-146.84,-8.23,10.62
335.67,-27.39,-50.10,-3.28,-21.87,7.97,79.83,-0.31,-1.11,-0.67,-146.78,-8.29,10.66
336.00,-27.30,-49.93,-3.52,-21.88,9.08,81.96,-0.28,-1.14,-0.64,-146.08,-10.60,8.37
336.33,-27.45,-50.39,-3.72,-21.82,8.71,82.08,-0.28,-1.16,-0.63,-146.03,-10.70,8.39
336.67,-27.59,-50.85,-3.91,-21.84,7.99,82.37,-0.30,-1.18,-0.63,-145.98,-10.77,8.42
337.00,-27.50,-50.69,-4.13,-24.48,6.69,83.48,-0.32,-1.26,-0.68,-148.33,-11.55,9.93
337.33,-27.63,-51.18,-4.34,-24.44,6.42,83.81,-0.36,-1.30,-0.70,-148.28,-11.58,9.96
337.67,-27.76,-51.65,-4.54,-24.47,5.94,84.44,-0.40,-1.33,-0.71,-148.24,-11.57,9.99
338.00,-27.72,-51.71,-4.76,-22.34,4.25,85.91,-0.37,-1.38,-0.72,-149.04,-9.89,10.82
338.33,-27.81,-52.19,-4.96,-22.48,4.13,86.22,-0.39,-1.42,-0.72,-149.00,-9.84,10.83
338.67,-27.92,-52.67,-5.17,-22.72,3.86,86.76,-0.41,-1.44,-0.72,-148.96,-9.79,10.82
339.00,-27.89,-52.81,-5.39,-20.16,6.39,89.52,-0.37,-1.47,-0.70,-148.70,-9.24,10.29
