t,xc,yc,zc,rxdegc,rydegc,rzdegc,vx,vy,vz,rx,ry,rz
279.00,5.94,-12.26,13.78,-56.55,-141.83,-215.94,2.70,-2.29,1.88,-110.46,-40.64,-0.01
279.33,6.77,-12.83,14.39,-49.34,-144.40,-217.25,2.58,-2.14,1.91,-110.60,-40.76,0.03
279.67,7.59,-13.40,15.00,-52.92,-156.23,-212.95,2.50,-2.04,1.93,-110.71,-40.83,0.05
280.00,8.41,-13.97,15.63,-55.26,-158.99,-209.42,2.45,-1.99,1.95,-110.83,-40.85,-0.18
280.33,9.23,-14.55,16.26,-60.83,-152.24,-197.19,2.42,-1.99,1.97,-110.93,-40.87,-0.18
280.67,10.04,-15.10,16.88,-54.23,-142.81,-184.44,2.39,-2.01,1.99,-111.04,-40.90,-0.16
281.00,10.83,-15.11,17.38,-64.99,-153.44,-184.39,2.23,-2.06,1.97,-110.65,-42.85,-0.32
281.33,11.58,-15.64,17.99,-74.63,-148.39,-195.28,2.18,-2.11,2.01,-110.81,-42.87,-0.26
281.67,12.34,-16.17,18.59,-77.18,-150.41,-199.29,2.12,-2.13,2.05,-111.01,-42.87,-0.18
282.00,13.11,-17.10,19.31,-76.69,-149.62,-200.83,1.87,-2.09,2.01,-111.52,-45.27,2.84
282.33,13.84,-17.60,19.88,-89.89,-149.94,-213.85,1.80,-2.06,2.04,-111.76,-45.19,2.95
282.67,14.57,-18.13,20.46,-83.75,-164.74,-200.71,1.75,-2.04,2.06,-111.98,-45.06,3.04
283.00,15.35,-18.53,21.02,-93.26,-178.75,-183.66,1.68,-2.03,2.04,-110.98,-45.72,3.65
283.33,16.10,-19.09,21.59,-95.37,-175.32,-186.75,1.68,-2.03,2.04,-111.19,-45.54,3.74
283.67,16.81,-19.62,22.17,-101.61,-157.64,-185.37,1.67,-2.06,2.05,-111.40,-45.39,3.84
284.00,17.53,-20.52,22.86,-92.19,-139.07,-201.69,1.69,-2.12,2.15,-112.23,-45.45,3.08
284.33,18.23,-21.04,23.46,-85.93,-123.46,-220.53,1.67,-2.16,2.17,-112.49,-45.34,3.18
284.67,18.95,-21.54,24.05,-83.13,-115.74,-217.46,1.63,-2.12,2.18,-112.79,-45.20,3.29
285.00,19.60,-21.31,24.36,-80.22,-121.95,-222.38,1.73,-2.03,2.28,-110.92,-43.87,1.42
285.33,20.38,-21.75,24.97,-77.25,-140.82,-200.61,1.68,-1.89,2.27,-111.22,-43.67,1.51
285.67,21.17,-22.27,25.60,-75.75,-150.41,-198.35,1.66,-1.76,2.24,-111.42,-43.43,1.55
286.00,21.82,-22.35,26.10,-85.34,-157.93,-208.41,1.97,-1.73,2.35,-109.32,-45.12,-1.43
286.33,22.71,-22.96,26.76,-81.50,-158.53,-214.64,1.99,-1.66,2.32,-109.38,-44.83,-1.45
286.67,23.57,-23.52,27.41,-87.69,-183.95,-212.87,2.00,-1.68,2.32,-109.46,-44.58,-1.46
287.00,24.41,-24.01,28.07,-95.02,-208.84,-229.49,2.02,-1.80,2.38,-107.97,-44.67,0.69
287.33,25.24,-24.54,28.76,-97.92,-196.53,-227.63,2.04,-1.97,2.41,-108.12,-44.49,0.72
287.67,26.10,-25.05,29.42,-87.09,-167.64,-241.67,2.06,-2.11,2.43,-108.34,-44.28,0.79
288.00,26.89,-24.82,29.90,-83.57,-143.63,-245.16,2.30,-2.28,2.52,-111.26,-44.58,1.86
288.33,27.81,-25.29,30.57,-84.51,-116.11,-240.04,2.35,-2.37,2.51,-111.57,-44.37,1.99
288.67,28.71,-25.80,31.25,-83.38,-91.01,-235.28,2.41,-2.43,2.49,-111.87,-44.20,2.07
289.00,29.28,-25.59,31.76,-82.29,-71.52,-228.52,3.42,-2.82,2.90,-115.01,-42.06,1.43
289.33,30.43,-26.24,32.61,-83.47,-51.23,-231.94,3.47,-2.85,2.84,-115.30,-41.99,1.47
289.67,31.57,-26.88,33.46,-86.04,-34.03,-236.23,3.50,-2.89,2.81,-115.61,-41.93,1.52
290.00,32.59,-26.82,34.14,-93.07,-19.57,-244.17,3.03,-3.05,2.90,-114.98,-44.50,4.00
290.33,33.63,-27.52,34.92,-87.91,-12.41,-235.71,3.02,-3.08,2.95,-115.34,-44.45,4.04
290.67,34.68,-28.24,35.70,-83.48,-8.16,-229.08,3.00,-3.10,3.00,-115.71,-44.34,4.08
291.00,35.66,-28.19,36.22,-82.57,-7.54,-226.68,2.15,-2.83,2.95,-118.16,-45.80,3.76
291.33,36.58,-28.85,37.02,-83.82,-6.48,-228.65,2.10,-2.83,2.99,-118.55,-45.64,3.84
291.67,37.48,-29.50,37.83,-86.86,-3.78,-234.51,2.08,-2.84,3.01,-118.94,-45.48,3.91
292.00,38.39,-30.87,38.84,-91.45,-2.85,-243.81,2.85,-3.00,4.40,-116.79,-43.97,5.86
292.33,39.56,-31.71,40.00,-88.91,-10.53,-253.87,2.84,-3.02,4.43,-117.22,-43.78,5.86
292.67,40.74,-32.56,41.16,-85.29,-19.24,-267.96,2.84,-3.03,4.46,-117.66,-43.60,5.86
293.00,42.01,-34.24,42.85,-75.28,-26.45,-285.72,1.76,-3.58,3.28,-115.28,-42.27,2.97
293.33,42.75,-35.28,43.57,-65.74,-38.81,-302.68,1.77,-3.58,3.30,-115.73,-42.08,2.95
293.67,43.49,-36.33,44.29,-48.84,-48.54,-323.02,1.77,-3.58,3.32,-116.19,-41.90,2.92
294.00,44.61,-38.34,45.71,-21.97,-47.77,-301.61,2.11,-3.28,3.49,-118.05,-42.22,0.87
294.33,45.44,-39.24,46.51,-29.29,-34.43,-321.62,2.10,-3.26,3.50,-118.50,-42.03,0.85
294.67,46.27,-40.15,47.32,-44.11,-23.93,-348.58,2.09,-3.23,3.51,-118.94,-41.82,0.82
295.00,47.46,-41.58,48.55,-63.08,-17.57,-322.27,0.69,-2.85,2.51,-119.33,-38.90,-0.57
295.33,47.90,-42.39,49.07,-62.63,1.20,-347.18,0.63,-2.84,2.57,-119.73,-38.66,-0.58
295.67,48.31,-43.22,49.63,-71.25,19.00,-363.48,0.48,-2.87,2.74,-120.13,-38.41,-0.60
296.00,48.66,-43.94,50.20,-90.97,31.87,-345.12,0.14,-3.04,2.96,-117.95,-38.12,0.45
296.33,48.96,-44.81,50.82,-84.18,5.20,-336.62,-0.15,-3.16,3.29,-118.47,-37.75,0.46
296.67,49.30,-45.62,51.35,-88.83,-10.50,-339.89,-0.44,-3.28,3.65,-119.24,-37.17,0.49
297.00,49.15,-45.85,51.34,-86.87,10.20,-332.29,1.54,-4.37,5.84,-121.20,-39.00,0.49
297.33,50.06,-46.81,52.32,-83.67,-13.66,-312.58,1.43,-4.46,6.14,-122.38,-38.10,0.48
297.67,50.96,-47.79,53.33,-90.26,-38.06,-290.24,1.44,-4.38,6.19,-123.57,-37.17,0.43
298.00,51.75,-48.33,53.98,-108.00,-56.66,-299.48,-0.11,-3.71,4.46,-125.84,-37.27,-0.75
298.33,52.21,-49.12,54.50,-111.46,-56.88,-299.47,0.08,-3.41,4.14,-126.88,-36.37,-0.82
298.67,52.65,-49.99,55.14,-115.33,-49.73,-299.82,0.26,-3.11,3.79,-127.62,-35.64,-0.94
299.00,53.09,-51.13,56.00,-123.65,-73.19,-286.09,0.36,-2.74,3.45,-128.93,-35.75,-1.38
299.33,53.52,-52.07,56.78,-127.44,-94.08,-307.96,0.50,-2.51,3.13,-129.21,-35.27,-1.58
299.67,53.99,-52.96,57.49,-136.20,-98.65,-303.45,0.59,-2.39,2.95,-129.48,-34.79,-1.76
300.00,54.09,-52.92,57.57,-126.24,-100.21,-298.80,0.99,-2.49,3.35,-126.86,-32.00,0.79
300.33,54.70,-53.80,58.38,-121.96,-90.01,-292.98,1.00,-2.54,3.39,-127.12,-31.51,0.63
300.67,55.29,-54.65,59.18,-123.32,-83.73,-289.46,1.00,-2.58,3.44,-127.43,-31.03,0.48
301.00,55.73,-55.24,59.78,-123.55,-82.74,-286.20,0.68,-2.53,3.22,-125.98,-30.42,0.62
301.33,56.20,-56.04,60.48,-128.59,-87.18,-281.42,0.68,-2.55,3.24,-126.35,-29.94,0.47
301.67,56.68,-56.85,61.20,-128.37,-86.99,-281.27,0.68,-2.54,3.25,-126.70,-29.46,0.33
302.00,56.72,-57.02,61.53,-122.55,-84.77,-277.40,1.57,-2.89,4.11,-126.14,-30.77,2.32
302.33,57.47,-57.95,62.53,-114.15,-79.71,-282.02,1.57,-2.85,4.09,-126.46,-30.29,2.16
302.67,58.22,-58.89,63.55,-121.03,-65.23,-284.36,1.57,-2.82,4.09,-126.77,-29.81,1.99
303.00,58.85,-59.63,64.48,-111.47,-60.85,-263.44,1.34,-2.77,3.97,-125.43,-29.32,2.04
303.33,59.52,-60.56,65.46,-101.54,-63.98,-253.38,1.34,-2.78,3.99,-125.73,-28.85,1.86
303.67,60.20,-61.47,66.42,-102.15,-79.46,-249.35,1.35,-2.78,4.00,-126.07,-28.38,1.66
304.00,60.71,-62.08,67.23,-102.44,-76.36,-247.26,1.32,-2.80,4.02,-124.62,-27.19,2.49
304.33,61.37,-62.97,68.18,-98.47,-57.85,-236.22,1.35,-2.77,3.98,-125.01,-26.74,2.27
304.67,62.03,-63.87,69.14,-84.88,-54.00,-241.26,1.39,-2.70,3.89,-125.34,-26.32,2.06
305.00,62.58,-64.70,70.04,-82.85,-70.98,-226.72,1.31,-2.56,3.68,-124.30,-25.91,2.24
305.33,63.20,-65.57,70.99,-85.16,-63.53,-214.78,1.36,-2.43,3.52,-124.49,-25.54,2.10
305.67,63.82,-66.47,71.99,-85.10,-68.75,-221.55,1.40,-2.33,3.40,-124.54,-25.22,2.00
306.00,64.42,-67.46,73.12,-89.28,-75.45,-223.66,1.46,-2.31,3.43,-124.03,-24.95,2.09
306.33,65.04,-68.40,74.20,-91.40,-92.11,-225.01,1.46,-2.29,3.40,-123.91,-24.69,2.06
306.67,65.66,-69.31,75.25,-95.77,-79.88,-223.45,1.45,-2.34,3.45,-123.85,-24.41,2.01
307.00,66.23,-70.18,76.30,-96.90,-65.07,-225.24,1.39,-2.47,3.65,-123.31,-24.17,2.12
307.33,66.84,-71.10,77.35,-99.32,-71.68,-231.86,1.35,-2.61,3.79,-123.40,-23.84,2.02
307.67,67.44,-71.99,78.37,-101.38,-80.12,-228.16,1.34,-2.72,3.89,-123.61,-23.49,1.88
308.00,67.90,-72.71,79.31,-102.46,-93.28,-231.18,1.38,-2.82,4.03,-122.76,-22.59,2.40
308.33,68.52,-73.59,80.33,-99.38,-101.84,-243.11,1.40,-2.84,4.03,-123.11,-22.24,2.21
308.67,69.12,-74.49,81.39,-99.51,-95.44,-250.65,1.41,-2.80,3.99,-123.40,-21.95,2.03
309.00,69.46,-75.06,82.37,-108.23,-89.56,-258.77,1.55,-2.78,4.13,-122.69,-20.93,2.19
309.33,70.10,-76.01,83.56,-103.71,-97.64,-272.04,1.54,-2.67,4.07,-122.85,-20.71,2.04
309.67,70.74,-76.96,84.75,-108.69,-96.42,-276.75,1.51,-2.59,4.05,-122.94,-20.44,1.90
310.00,71.15,-77.39,85.76,-105.84,-91.73,-281.78,1.52,-2.59,4.25,-120.80,-19.61,2.97
310.33,71.81,-78.38,87.00,-110.55,-97.50,-277.05,1.47,-2.57,4.31,-120.82,-19.26,2.87
310.67,72.47,-79.34,88.21,-115.03,-79.70,-277.56,1.45,-2.57,4.34,-120.88,-18.85,2.78
311.00,72.85,-79.62,89.19,-113.62,-92.08,-265.65,1.12,-2.50,4.11,-121.54,-17.44,-0.11
311.33,73.41,-80.52,90.28,-115.39,-96.63,-274.01,1.15,-2.54,4.08,-121.59,-16.99,-0.13
311.67,73.95,-81.42,91.41,-112.35,-101.85,-277.85,1.22,-2.57,4.01,-121.63,-16.61,-0.15
312.00,74.54,-82.59,92.63,-105.45,-96.93,-279.04,1.21,-2.62,3.92,-121.75,-17.09,-0.59
312.33,75.05,-83.51,93.79,-96.88,-113.06,-271.90,1.31,-2.64,3.81,-121.77,-16.85,-0.60
312.67,75.57,-84.43,94.94,-95.36,-104.32,-274.55,1.39,-2.68,3.72,-121.79,-16.69,-0.63
313.00,75.91,-84.51,95.89,-103.09,-113.55,-268.71,1.46,-2.67,3.77,-120.65,-16.90,0.51
313.33,76.43,-85.41,97.08,-94.57,-111.23,-268.45,1.50,-2.71,3.73,-120.70,-16.84,0.47
313.67,76.96,-86.31,98.27,-91.40,-113.41,-284.57,1.53,-2.75,3.71,-120.77,-16.79,0.41
314.00,77.16,-86.67,99.31,-92.44,-117.77,-289.86,1.60,-2.82,3.85,-119.10,-15.93,1.34
314.33,77.71,-87.58,100.54,-95.95,-121.06,-298.76,1.60,-2.86,3.86,-119.21,-15.90,1.27
314.67,78.26,-88.50,101.77,-93.35,-113.69,-293.32,1.60,-2.89,3.88,-119.32,-15.85,1.21
315.00,78.34,-88.42,102.81,-89.00,-113.63,-302.15,1.60,-2.95,3.96,-117.28,-14.90,2.07
315.33,78.89,-89.35,104.06,-89.91,-107.37,-304.85,1.60,-2.99,3.97,-117.41,-14.85,2.02
315.67,79.44,-90.28,105.31,-95.31,-105.89,-301.36,1.60,-3.02,3.98,-117.56,-14.81,1.95
316.00,80.05,-91.96,106.67,-98.21,-113.26,-304.46,1.84,-3.24,4.34,-117.77,-15.81,2.04
316.33,80.67,-92.95,108.04,-84.46,-115.80,-314.39,1.84,-3.26,4.34,-117.96,-15.78,1.95
316.67,81.30,-93.94,109.40,-85.59,-108.74,-329.00,1.85,-3.26,4.34,-118.14,-15.75,1.87
317.00,81.70,-94.99,110.72,-88.81,-106.26,-329.90,1.83,-3.33,4.40,-117.66,-16.01,1.93
317.33,82.32,-96.01,112.11,-89.39,-101.65,-337.39,1.84,-3.32,4.37,-117.82,-15.98,1.88
317.67,82.94,-97.02,113.51,-92.29,-104.71,-338.21,1.85,-3.30,4.34,-117.95,-15.96,1.85
318.00,83.30,-97.69,114.82,-85.88,-97.64,-342.75,1.93,-3.36,4.45,-116.49,-16.04,2.63
318.33,83.94,-98.73,116.26,-81.21,-94.23,-346.56,1.96,-3.34,4.40,-116.59,-16.05,2.62
318.67,84.57,-99.76,117.72,-83.05,-90.15,-346.73,1.99,-3.34,4.36,-116.68,-16.08,2.60
319.00,85.07,-101.00,119.20,-87.15,-98.16,-359.13,2.00,-3.39,4.42,-116.00,-16.45,2.88
319.33,85.70,-102.05,120.69,-90.50,-95.43,-363.56,2.02,-3.39,4.39,-116.11,-16.54,2.84
319.67,86.33,-103.10,122.17,-92.92,-99.30,-366.87,2.03,-3.39,4.37,-116.23,-16.65,2.78
320.00,86.69,-103.95,123.61,-88.32,-105.01,-376.02,2.09,-3.44,4.52,-115.19,-16.76,3.20
320.33,87.33,-105.01,125.15,-88.76,-106.48,-381.64,2.07,-3.41,4.52,-115.33,-16.88,3.13
320.67,87.98,-106.07,126.69,-92.58,-107.22,-386.12,2.03,-3.37,4.54,-115.44,-16.99,3.06
321.00,88.27,-106.74,128.18,-101.82,-105.01,-392.39,2.08,-3.39,4.78,-114.23,-16.88,3.30
321.33,88.93,-107.83,129.80,-92.38,-103.08,-386.13,2.01,-3.34,4.83,-114.27,-16.94,3.27
321.67,89.60,-108.92,131.40,-93.02,-97.69,-387.50,1.95,-3.29,4.87,-114.25,-16.90,3.32
322.00,90.10,-109.87,132.98,-93.15,-88.85,-385.71,1.86,-3.30,4.98,-112.67,-17.03,4.10
322.33,90.76,-110.99,134.59,-100.30,-89.34,-388.41,1.83,-3.30,5.00,-112.53,-16.87,4.28
322.67,91.40,-112.10,136.20,-98.38,-83.59,-390.25,1.84,-3.33,4.99,-112.36,-16.71,4.50
323.00,91.82,-113.09,137.82,-94.70,-76.67,-392.30,1.88,-3.42,5.07,-110.98,-16.95,5.32
323.33,92.46,-114.20,139.48,-106.57,-81.58,-398.91,1.95,-3.47,5.02,-110.82,-16.84,5.57
323.67,93.10,-115.32,141.15,-115.68,-85.03,-405.78,2.00,-3.51,4.98,-110.72,-16.80,5.76
324.00,93.49,-116.58,142.81,-118.58,-77.54,-416.15,2.07,-3.62,5.09,-109.63,-17.02,6.22
324.33,94.14,-117.71,144.54,-120.08,-80.80,-417.60,2.10,-3.63,5.07,-109.63,-17.07,6.31
324.67,94.80,-118.86,146.25,-118.51,-85.16,-414.57,2.11,-3.64,5.07,-109.65,-17.12,6.37
325.00,95.32,-120.04,148.01,-120.52,-80.85,-417.67,2.09,-3.68,5.18,-109.09,-17.56,6.57
325.33,95.99,-121.22,149.76,-112.48,-78.44,-411.41,2.09,-3.67,5.19,-109.13,-17.60,6.58
325.67,96.66,-122.38,151.50,-107.78,-80.79,-403.64,2.09,-3.65,5.19,-109.19,-17.65,6.56
326.00,97.16,-123.72,153.26,-92.90,-85.43,-404.32,2.09,-3.69,5.29,-109.04,-18.17,6.49
326.33,97.83,-124.89,155.04,-92.67,-91.19,-410.18,2.10,-3.65,5.26,-109.13,-18.23,6.45
326.67,98.50,-126.08,156.83,-95.20,-94.59,-409.56,2.11,-3.62,5.24,-109.15,-18.31,6.43
327.00,98.92,-127.44,158.65,-93.95,-100.48,-416.77,2.11,-3.64,5.33,-108.31,-18.68,6.71
327.33,99.58,-128.67,160.50,-100.64,-99.90,-423.56,2.12,-3.63,5.32,-108.28,-18.78,6.70
327.67,100.24,-129.88,162.33,-95.24,-109.13,-420.08,2.13,-3.66,5.32,-108.29,-18.88,6.67
328.00,100.64,-131.05,164.17,-101.45,-112.41,-421.77,2.10,-3.75,5.45,-107.52,-19.31,6.86
328.33,101.29,-132.26,166.03,-101.63,-117.29,-419.29,2.08,-3.80,5.47,-107.60,-19.40,6.80
328.67,101.95,-133.47,167.88,-92.17,-118.76,-416.48,2.07,-3.81,5.49,-107.72,-19.49,6.73
329.00,102.12,-134.26,169.73,-98.68,-124.18,-424.94,2.14,-3.85,5.70,-105.73,-19.60,7.51
329.33,102.81,-135.47,171.64,-111.35,-123.24,-431.90,2.13,-3.80,5.71,-105.86,-19.66,7.43
329.67,103.50,-136.70,173.56,-103.52,-119.95,-427.09,2.12,-3.74,5.71,-105.92,-19.72,7.36
330.00,103.77,-137.19,175.52,-90.06,-117.31,-422.09,1.98,-3.63,5.70,-103.39,-19.85,8.03
330.33,104.41,-138.44,177.46,-81.96,-110.54,-416.43,1.97,-3.58,5.70,-103.36,-19.90,8.01
330.67,105.04,-139.67,179.40,-79.80,-113.70,-415.76,1.97,-3.58,5.69,-103.33,-19.94,7.98
331.00,105.61,-141.23,181.32,-86.11,-109.93,-414.23,2.01,-3.78,5.85,-103.54,-20.39,7.49
331.33,106.26,-142.51,183.29,-77.78,-107.52,-410.34,2.00,-3.81,5.85,-103.54,-20.42,7.47
331.67,106.90,-143.78,185.28,-75.48,-98.68,-407.28,1.98,-3.82,5.87,-103.54,-20.48,7.45
332.00,107.26,-144.25,187.34,-82.30,-91.90,-400.70,1.97,-3.76,6.08,-103.27,-21.06,6.90
332.33,107.88,-145.48,189.41,-87.60,-86.13,-407.26,1.91,-3.72,6.13,-103.26,-21.11,6.92
332.67,108.51,-146.74,191.45,-90.93,-76.24,-398.41,1.83,-3.66,6.19,-103.17,-21.06,7.02
333.00,109.18,-148.64,193.46,-90.40,-74.34,-395.32,1.39,-3.48,6.03,-100.94,-20.48,4.86
333.33,109.70,-149.87,195.41,-93.96,-79.57,-391.35,1.33,-3.39,6.08,-100.70,-20.28,5.08
333.67,110.22,-151.10,197.38,-96.09,-76.92,-387.85,1.31,-3.34,6.08,-100.41,-20.05,5.34
334.00,111.32,-151.61,199.34,-94.25,-84.62,-392.84,1.79,-3.78,6.66,-100.76,-17.01,4.98
334.33,112.00,-153.02,201.51,-87.89,-86.12,-393.07,1.87,-3.79,6.60,-100.45,-16.80,5.23
334.67,112.66,-154.40,203.71,-88.73,-84.47,-409.55,1.95,-3.82,6.53,-100.20,-16.70,5.41
335.00,113.19,-156.21,205.88,-97.06,-85.61,-414.54,1.99,-3.83,6.53,-100.77,-16.61,4.14
335.33,113.82,-157.56,208.11,-104.77,-86.80,-420.06,2.07,-3.89,6.47,-100.66,-16.67,4.19
335.67,114.48,-158.91,210.34,-113.27,-87.97,-416.05,2.12,-3.94,6.44,-100.57,-16.74,4.20
336.00,114.93,-160.35,212.51,-114.34,-88.94,-419.21,2.15,-4.03,6.59,-100.11,-17.04,4.25
336.33,115.59,-161.73,214.78,-118.55,-94.90,-417.38,2.15,-4.04,6.60,-100.07,-17.14,4.23
336.67,116.26,-163.11,217.05,-118.77,-102.14,-421.84,2.13,-4.05,6.62,-100.01,-17.22,4.23
337.00,116.73,-163.92,219.34,-110.71,-104.80,-423.54,2.14,-4.15,6.85,-99.28,-17.29,4.16
337.33,117.41,-165.34,221.67,-121.82,-95.87,-423.72,2.10,-4.14,6.89,-99.21,-17.33,4.19
337.67,118.09,-166.76,224.00,-114.66,-93.28,-419.45,2.06,-4.14,6.92,-99.14,-17.34,4.22
338.00,118.59,-167.36,226.39,-125.32,-99.61,-419.19,1.89,-4.09,6.97,-97.73,-17.54,4.85
338.33,119.23,-168.77,228.71,-112.42,-101.94,-415.76,1.86,-4.10,7.00,-97.66,-17.50,4.88
338.67,119.87,-170.18,231.03,-106.33,-107.52,-407.15,1.85,-4.11,7.02,-97.60,-17.46,4.91
339.00,120.42,-172.30,233.23,-114.84,-104.83,-406.68,1.76,-4.27,7.11,-98.02,-17.88,4.30
